                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     71,                0.00662,                0.91395,                      0,                0.61164,                0.90136,                0.95522,                0.97752,                0.97671,                0.75636,                0.94307,                0.96509,                0.95893,                0.89252,                0.00593,                0.54808,                      0,                0.57998,                0.89476,             0.00043103,             0.00043103,             0.00043103
                     72,                0.00671,                0.96612,                      0,                0.62403,                0.90008,                0.94781,                0.96801,                0.97124,                0.74775,                0.93659,                0.95759,                0.95426,                0.87238,                0.00602,                0.56924,                      0,                0.58822,                0.90488,             0.00043003,             0.00043003,             0.00043003
                     73,                0.00681,                0.97724,                      0,                0.63135,                0.90531,                0.94627,                0.96572,                0.97136,                0.77026,                0.93353,                 0.9565,                0.95366,                0.88716,                 0.0055,                0.52397,                      0,                0.56845,                0.88634,             0.00042904,             0.00042904,             0.00042904
                     74,                0.00664,                0.89712,                      0,                0.61345,                0.89969,                0.93418,                 0.9624,                0.97394,                0.77508,                0.92518,                0.95211,                0.96086,                0.89124,                0.00579,                0.54031,                      0,                0.58954,                0.87745,             0.00042804,             0.00042804,             0.00042804
                     75,                0.00677,                 0.9373,                      0,                 0.6154,                0.89871,                0.95816,                0.97295,                0.97654,                0.77608,                0.94642,                0.96212,                0.96155,                0.89576,                0.00588,                0.51137,                      0,                0.57012,                0.88015,             0.00042704,             0.00042704,             0.00042704
                     76,                0.00667,                0.96787,                      0,                0.62448,                0.89662,                0.95893,                0.97916,                0.97854,                0.77928,                0.95042,                0.96948,                0.96474,                0.89953,                0.00571,                0.49788,                      0,                0.56719,                0.87692,             0.00042604,             0.00042604,             0.00042604
                     77,                0.00641,                0.93125,                      0,                0.60372,                0.89583,                0.95666,                0.97644,                0.97883,                0.78244,                0.94807,                0.96767,                0.96742,                0.90266,                0.00571,                0.53305,                      0,                0.57512,                0.88685,             0.00042504,             0.00042504,             0.00042504
                     78,                0.00682,                 0.9212,                      0,                0.62289,                0.89686,                0.95099,                0.97898,                0.97696,                0.71261,                0.94355,                0.97167,                0.96522,                0.90021,                0.00734,                0.56462,                      0,                0.62088,                0.91724,             0.00042404,             0.00042404,             0.00042404
                     79,                0.00642,                0.95359,                      0,                  0.607,                0.89007,                0.94621,                0.97971,                0.97479,                0.74591,                0.93789,                0.96884,                0.96223,                0.89575,                0.00639,                0.55349,                      0,                0.61219,                0.88707,             0.00042304,             0.00042304,             0.00042304
                     80,                0.00645,                0.88586,                      0,                0.59842,                0.89215,                0.94261,                0.97057,                0.97484,                 0.7884,                0.93471,                0.96162,                0.96302,                0.90492,                0.00555,                0.48373,                      0,                0.58819,                0.86417,             0.00042204,             0.00042204,             0.00042204
                     81,                0.00635,                 0.9683,                      0,                0.59903,                0.88359,                0.95665,                0.96817,                0.97242,                0.72506,                0.94126,                0.95191,                 0.9505,                0.86074,                0.00675,                 0.7024,                      0,                0.59603,                0.92057,             0.00042104,             0.00042104,             0.00042104
                     82,                0.00634,                  0.932,                      0,                0.59309,                0.89249,                0.94656,                0.97127,                0.97546,                0.77562,                0.93543,                0.95778,                0.95723,                0.85269,                0.00558,                  0.653,                      0,                0.56317,                0.89481,             0.00042004,             0.00042004,             0.00042004
                     83,                0.00641,                0.90155,                      0,                0.59293,                0.89603,                0.94436,                0.97723,                0.97372,                0.77116,                0.93624,                0.96882,                0.96113,                0.88279,                0.00565,                0.55105,                      0,                0.56392,                0.88482,             0.00041904,             0.00041904,             0.00041904
                     84,                0.00649,                 0.9076,                      0,                0.60291,                0.89313,                0.94046,                0.96673,                0.97115,                0.76441,                0.93341,                0.95828,                0.96045,                0.90491,                0.00581,                0.48217,                      0,                0.57114,                0.87501,             0.00041804,             0.00041804,             0.00041804
                     85,                0.00642,                0.84539,                      0,                0.59506,                0.89045,                0.95312,                0.98104,                0.97548,                0.79175,                0.94219,                0.96823,                0.96249,                0.90216,                0.00534,                0.52278,                      0,                 0.5339,                0.86758,             0.00041704,             0.00041704,             0.00041704
