                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     56,                0.00309,                 0.4515,                      0,                 0.3516,                0.99859,                0.83911,                0.87936,                0.88537,                0.80535,                0.83168,                0.86957,                0.86668,                 0.8597,                0.00317,                0.86793,                      0,                0.71711,                 1.1005,              0.0017842,              0.0017842,              0.0017842
                     57,                0.00298,                0.46656,                      0,                0.35025,                0.99317,                0.89795,                0.89926,                0.95433,                0.87639,                0.89175,                0.89103,                 0.9366,                0.92938,                0.00316,                0.87858,                      0,                 0.5691,                  1.075,              0.0017802,              0.0017802,              0.0017802
                     58,                 0.0029,                0.41575,                      0,                0.33564,                0.98809,                0.88189,                0.90774,                0.93704,                0.84503,                0.86024,                0.89426,                0.91846,                0.90583,                0.00336,                0.92287,                      0,                0.50121,                 1.1177,              0.0017762,              0.0017762,              0.0017762
                     59,                0.00291,                0.42866,                      0,                0.33126,                0.98215,                0.94567,                0.93107,                0.97216,                0.89504,                0.92769,                0.91304,                 0.9554,                0.94851,                0.00312,                0.88585,                      0,                0.39683,                 1.0594,              0.0017722,              0.0017722,              0.0017722
                     60,                0.00289,                0.46074,                      0,                0.32277,                 0.9806,                0.92577,                0.93896,                0.97141,                 0.8801,                  0.907,                0.92047,                0.95349,                0.94374,                0.00316,                0.89359,                      0,                0.40601,                  1.083,              0.0017682,              0.0017682,              0.0017682
                     61,                0.00276,                0.43839,                      0,                0.32042,                0.97528,                0.92205,                 0.9533,                0.97459,                0.91602,                0.90558,                0.93568,                0.95727,                0.95078,                0.00275,                0.86515,                      0,                0.38601,                 1.0063,              0.0017642,              0.0017642,              0.0017642
                     62,                 0.0027,                0.43825,                      0,                0.31402,                0.96005,                0.93127,                0.94835,                0.96653,                0.89865,                0.91343,                0.93107,                0.94647,                0.93871,                0.00279,                0.88803,                      0,                0.39469,                 1.0134,              0.0017602,              0.0017602,              0.0017602
                     63,                0.00302,                0.45077,                      0,                0.33329,                0.99467,                0.93091,                0.95546,                0.97294,                0.87976,                0.91529,                0.93959,                0.95439,                0.94421,                0.00323,                0.89456,                      0,                0.40757,                 1.1349,              0.0017562,              0.0017562,              0.0017562
                     64,                0.00273,                0.41589,                      0,                0.31571,                0.96576,                0.95635,                0.93849,                0.97663,                0.90628,                0.94039,                 0.9201,                0.95898,                0.95079,                0.00303,                0.98648,                      0,                 0.3843,                 1.0482,              0.0017522,              0.0017522,              0.0017522
                     65,                0.00281,                0.42946,                      0,                 0.3183,                0.97569,                0.93594,                0.93637,                0.96841,                0.89581,                 0.9178,                0.91835,                0.95076,                0.94228,                0.00311,                 0.9134,                      0,                0.40358,                 1.0783,              0.0017483,              0.0017483,              0.0017483
                     66,                0.00273,                0.41795,                      0,                0.31627,                 0.9711,                0.92356,                 0.9597,                0.96953,                0.92059,                 0.9074,                0.93849,                0.95074,                0.94553,                0.00251,                0.89081,                      0,                0.36707,                  0.968,              0.0017443,              0.0017443,              0.0017443
                     67,                0.00258,                0.44378,                      0,                0.30813,                0.94451,                 0.9431,                0.94914,                0.97516,                0.92662,                0.92404,                0.92895,                0.95929,                0.95346,                0.00254,                0.89543,                      0,                0.35432,                0.98086,              0.0017403,              0.0017403,              0.0017403
                     68,                0.00268,                0.42113,                      0,                0.31342,                0.95842,                 0.9087,                0.92153,                0.95495,                0.89565,                0.89776,                0.90562,                0.94166,                0.93245,                0.00285,                0.94727,                      0,                0.42092,                 1.0277,              0.0017363,              0.0017363,              0.0017363
                     69,                0.00274,                0.41659,                      0,                0.31938,                  0.963,                0.91294,                 0.9007,                0.94796,                0.87935,                0.89764,                0.88345,                0.93186,                0.91985,                0.00294,                 0.9211,                      0,                0.44547,                 1.0546,              0.0017323,              0.0017323,              0.0017323
                     70,                0.00256,                0.40326,                      0,                0.31047,                0.94215,                0.92727,                0.94274,                0.97186,                0.91302,                 0.9093,                0.92493,                0.95367,                0.94799,                 0.0027,                0.88886,                      0,                0.37357,                 1.0226,              0.0017283,              0.0017283,              0.0017283
                     71,                0.00258,                0.39822,                      0,                0.29737,                0.95104,                0.91234,                0.94062,                0.95587,                0.88132,                 0.8969,                 0.9225,                0.93971,                0.93314,                0.00298,                0.88405,                      0,                0.42549,                 1.0548,              0.0017243,              0.0017243,              0.0017243
                     72,                0.00299,                0.39887,                      0,                0.31338,                 0.9862,                0.90449,                0.93397,                0.95144,                0.90143,                 0.9043,                 0.8982,                0.93709,                0.93076,                0.00262,                0.86844,                      0,                0.44043,                 1.0007,              0.0017203,              0.0017203,              0.0017203
                     73,                0.00262,                0.40322,                      0,                0.30007,                0.95111,                0.94294,                0.93213,                 0.9743,                 0.9294,                0.93417,                0.90288,                0.95847,                0.95339,                0.00247,                0.87487,                      0,                0.34403,                0.98731,              0.0017163,              0.0017163,              0.0017163
