                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     72,                0.00922,                 5.1904,                      0,                0.64653,                0.79998,                0.93147,                0.92816,                0.95646,                0.68059,                0.62968,                0.62051,                0.49614,                   0.22,                0.00787,                 4.9854,                      0,                0.63713,                0.84749,              0.0015338,              0.0015338,              0.0015338
                     73,                0.00989,                 5.2262,                      0,                0.65818,                0.79093,                 0.9325,                0.92072,                0.95615,                0.52618,                0.64051,                0.61716,                0.48861,                0.19903,                0.01058,                 5.0788,                      0,                0.69643,                0.88943,              0.0015271,              0.0015271,              0.0015271
                     74,                0.01016,                 5.2992,                      0,                0.68031,                0.81092,                0.76035,                 0.7628,                0.80165,                0.42001,                0.50349,                0.47779,                0.34913,                0.10729,                0.01173,                 5.8687,                      0,                0.94118,                0.99153,              0.0015205,              0.0015205,              0.0015205
                     75,                0.01001,                 5.2174,                      0,                0.66979,                0.81088,                0.86973,                0.85005,                0.91285,                0.49392,                0.59705,                0.56091,                0.44661,                0.18189,                  0.011,                 5.2486,                      0,                0.81019,                0.92075,              0.0015138,              0.0015138,              0.0015138
                     76,                0.00996,                 5.2098,                      0,                0.67262,                0.82119,                0.88025,                 0.8746,                0.91523,                0.53165,                0.59712,                0.58707,                0.44547,                0.14885,                0.01051,                 5.3234,                      0,                0.84235,                0.91774,              0.0015072,              0.0015072,              0.0015072
                     77,                0.00956,                 5.1787,                      0,                0.66277,                 0.8124,                0.92696,                0.92153,                0.95498,                0.63902,                0.62596,                 0.6137,                0.47892,                0.20904,                0.00846,                  5.042,                      0,                0.65722,                0.85538,              0.0015005,              0.0015005,              0.0015005
                     78,                 0.0098,                  5.164,                      0,                0.66169,                0.79677,                0.92165,                0.93246,                0.95975,                0.66062,                0.62555,                0.62343,                0.47975,                0.20532,                0.00814,                 5.0322,                      0,                0.68556,                0.83085,              0.0014938,              0.0014938,              0.0014938
                     79,                0.00939,                 5.1066,                      0,                0.64968,                0.77765,                0.93844,                0.93479,                0.96278,                0.67335,                0.64509,                0.63562,                0.52033,                0.22085,                0.00803,                 4.9812,                      0,                0.62051,                0.81031,              0.0014872,              0.0014872,              0.0014872
                     80,                0.00941,                  5.114,                      0,                0.63957,                0.78623,                0.93828,                0.94124,                0.96222,                0.68802,                0.63888,                0.63526,                0.50919,                 0.2331,                 0.0076,                 4.9592,                      0,                0.60755,                0.80688,              0.0014805,              0.0014805,              0.0014805
                     81,                0.00961,                 5.1259,                      0,                0.64361,                 0.7716,                0.94788,                0.95128,                0.96896,                 0.7077,                0.64786,                0.64278,                 0.5203,                0.24986,                0.00744,                  4.858,                      0,                0.58997,                0.80444,              0.0014739,              0.0014739,              0.0014739
